event_day,event_hour,event_month,event_year,order_discount,order_is_returned,order_n_items,order_order_total,order_shipping_fee,price_average_per_item,customer_country_DE,customer_country_ES,customer_country_FR,customer_country_IT,order_channel_affiliate,order_channel_direct,order_channel_email,order_channel_seo,order_device_mobile,order_device_tablet,order_main_category_electronics,order_main_category_fashion,order_main_category_home,order_main_category_sports,order_basket_value
1.240535255288042,-0.9102452072126513,0.0,0.0,-0.601299298893157,0,-1.5083571780776373,0.009148856466594921,0.0,2.207177148734996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.58
-0.6758933778598392,0.38589392248621196,0.0,0.0,-0.601299298893157,0,1.0942451871518062,-1.288565583538376,0.0,-1.0644129426174507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.78
-0.6758933778598392,1.1059712167633582,0.0,0.0,1.9952888679418164,1,1.0942451871518062,0.1421965280011237,0.0,-0.5614842395839327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,287.25
1.1278041592205195,0.961955757907929,0.0,0.0,-0.601299298893157,0,0.6604781262802324,-0.07314940816822889,0.0,-0.5802950228785814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,239.05
-1.126817762129929,-1.4863070426343685,0.0,0.0,-0.601299298893157,0,-0.20705599546291545,-0.901842255011511,0.0,-0.7237202125553773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,122.95
-1.126817762129929,-0.4781988306463636,0.0,0.0,0.734304251653018,0,-0.6408230563344893,-1.508551057609952,0.0,-0.9881870726047185,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41.85
0.9023419670854746,0.09786300477535344,0.0,0.0,-0.601299298893157,0,0.22671106540865849,-0.9255395870659444,0.0,-0.8310271979448687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,119.63
-0.901355569994884,1.538017593329646,0.0,0.0,-0.601299298893157,0,1.5280122480233802,1.217355903711749,0.0,-0.38117359821745533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,419.85
1.240535255288042,-0.6222142895017929,0.0,0.0,-0.601299298893157,0,-1.5083571780776373,-0.10940918131175932,0.0,2.207177148734996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,233.97
-0.3377000896572719,-0.19016791293550508,0.0,0.0,-0.601299298893157,0,-0.20705599546291545,0.5645372321158263,0.0,0.0853947796789736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,328.39
0.451417582815385,1.538017593329646,0.0,0.0,1.9952888679418164,0,-0.20705599546291545,-0.4932774095911023,0.0,-0.41490641513960885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,201.36
-0.3377000896572719,0.5299093813416412,0.0,0.0,-0.601299298893157,0,-1.5083571780776373,-0.03746065507420295,0.0,2.207177148734996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,244.05
-0.4504311857247943,-0.19016791293550508,0.0,0.0,-0.601299298893157,1,-1.0745901172060632,-0.6817854034337472,0.0,0.0033568840002279033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.78
-1.465011050332496,-0.04615245408007582,0.0,0.0,1.5588811615274627,0,-0.6408230563344893,-1.2240403179443773,0.0,-0.7241009293060068,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.14
-0.7886244739273616,-1.1982761249235099,0.0,0.0,-0.601299298893157,1,0.22671106540865849,1.5584690057844486,0.0,0.26546855146119236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,467.64
-1.5777421464000185,0.2418784636307827,0.0,0.0,-0.601299298893157,0,-0.6408230563344893,-1.3583727845902909,0.0,-0.9185552917309678,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.11
-0.4504311857247943,-1.1982761249235099,0.0,0.0,-0.601299298893157,0,-1.0745901172060632,0.06782116655317355,0.0,0.8305887422990162,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,258.8
1.240535255288042,-1.1982761249235099,0.0,0.0,-0.601299298893157,0,1.0942451871518062,0.8360572656551757,0.0,-0.38328629486565297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,366.43
-1.3522799542649737,0.961955757907929,0.0,0.0,-0.601299298893157,1,-1.5083571780776373,0.6417676938112984,0.0,2.207177148734996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,339.21
-0.5631622817923168,0.8179402990524998,0.0,0.0,-0.601299298893157,0,1.5280122480233802,0.851903072028923,0.0,-0.48199789631519385,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,368.65
-0.4504311857247943,0.5299093813416412,0.0,0.0,-0.601299298893157,0,0.6604781262802324,-0.2583740367262236,0.0,-0.6484301930774438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,213.1
-1.5777421464000185,0.2418784636307827,0.0,0.0,1.9952888679418164,0,0.6604781262802324,0.254544722741117,0.0,-0.41293719056738737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,302.79
-0.5631622817923168,-1.6303225014897977,0.0,0.0,-0.601299298893157,0,-0.20705599546291545,0.4249228300119968,0.0,0.008358714413670325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,308.83
0.5641486788829074,1.3940021344742168,0.0,0.0,-0.601299298893157,1,1.5280122480233802,-1.4942041788661535,0.0,-1.1387539833967708,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.14
1.240535255288042,-1.6303225014897977,0.0,0.0,-0.601299298893157,0,1.5280122480233802,0.8044370304138687,0.0,-0.4950932397204665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,362.0
1.6914596395581316,1.538017593329646,0.0,0.0,-0.601299298893157,0,0.22671106540865849,-0.35494780259865777,0.0,-0.5791554982594559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,199.57
-1.6904732424675408,1.538017593329646,0.0,0.0,-0.601299298893157,1,1.5280122480233802,0.5030098217817256,0.0,-0.5782535934053785,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,319.77
1.240535255288042,-0.7662297483572221,0.0,0.0,1.8875059629033841,0,-1.5083571780776373,1.2212816665520914,0.0,2.207177148734996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,436.91
0.2259553906803402,1.1059712167633582,0.0,0.0,-0.601299298893157,0,1.0942451871518062,-1.4422413543612518,0.0,-1.110661588285052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.23
